0,29
0,31
0,31
0,33
0,33
0,34
-1,35
-1,36
-1,37
0,38
5,38
5,38
4,38
3,39
3,39
4,40
3,39
2,39
1,40
1,41
1,41
1,42
1,42
1,43
1,41
1,40
0,39
1,38
3,38
1,38
1,40
1,41
1,42
1,42
1,41
1,40
0,39
1,38
2,38
1,36
1,35
1,32
1,28
2,23
1,19
2,12
0,8
0,7
1,6
0,5
1,5
1,4
0,1
0,8
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,2
0,3
0,6
0,11
0,14
0,18
2,21
0,25
1,27
3,27
3,27
0,25
-15,25
0,25
0,25
-15,27
-10,32
1,34
6,36
5,30
5,40
6,40
0,41
0,41
0,40
3,40
1,41
1,42
0,42
0,42
0,41
0,41
0,40
0,39
0,38
0,37
4,36
2,35
4,35
0,36
1,36
0,37
-10,37
-6,38
-10,39
-10,39
-10,38
-15,36
-20,34
-17,33
5,32
5,32
4,32
1,32
-1,33
0,33
0,32
1,28
