0,30
0,30
0,31
0,32
0,32
0,32
0,32
13,31
5,31
-7,30
-2,32
0,32
0,33
2,34
3,35
3,36
3,36
0,37
0,37
0,37
0,36
0,36
0,37
0,37
-3,37
0,37
0,37
0,36
0,34
0,33
0,33
2,33
2,33
1,33
1,33
1,33
1,33
1,35
1,36
1,36
0,36
0,37
0,37
0,38
0,38
0,38
0,38
0,38
0,39
0,39
0,38
0,38
0,37
0,38
0,37
5,37
4,36
7,35
6,32
0,30
-4,25
-8,24
-6,24
-5,24
2,25
5,26
5,28
5,29
5,31
5,32
2,33
-1,33
0,34
0,34
0,34
0,33
0,33
0,34
0,34
0,33
0,33
0,34
0,35
0,36
-5,35
-5,35
-5,34
-6,34
-20,34
-15,33
-10,33
-5,32
0,29
5,29
5,28
2,29
0,33
0,35
0,36
0,37
0,37
0,36
0,35
2,33
-27,31
-65,29
-110,27
