0,48
0,50
0,50
1,50
0,49
-1,50
-1,51
-2,50
-2,50
0,51
0,52
0,51
5,51
8,50
0,48
-5,47
-8,46
-7,45
-7,45
-5,46
-4,46
-4,47
-3,47
0,47
0,47
0,46
0,47
0,47
0,47
0,49
0,48
0,48
0,49
1,49
0,49
-5,49
-4,48
-4,46
0,45
0,44
-4,44
-4,45
2,47
0,49
0,49
-2,51
2,51
0,52
-1,52
-1,53
-1,53
-1,53
-1,53
0,53
0,54
0,54
0,54
0,54
-3,55
-5,55
-4,55
-4,55
-5,55
-5,55
-5,54
-5,54
-6,53
-8,51
-5,51
-3,52
-5,53
-5,54
-5,54
-5,54
-5,54
-5,51
-6,50
-10,50
-7,50
-5,51
-3,52
-4,51
-5,51
-5,50
-4,50
-4,51
-5,51
-5,51
-5,51
-5,52
-5,52
-5,52
-5,53
-5,53
-5,53
-5,52
-5,52
-7,52
-7,51
-5,29
-5,29
-5,29
-5,29
-5,45
-5,50
-5,50
-4,50
-4,50
-5,50
-5,50
-5,50
-5,49
-5,50
-5,50
-5,50
-5,48
-5,47
-5,49
-5,44
-5,44
