27,3
17,6
7,11
5,14
34,18
30,22
20,24
22,24
40,26
44,28
26,29
-7,30
-3,31
-4,32
-8,32
-5,32
-5,34
-6,33
-30,32
-40,30
-50,29
-60,27
-80,25
-95,22
-100,17
-120,16
-135,16
-150,18
-120,20
-100,21
-96,24
-88,25
-50,25
-30,23
-22,22
-10,20
15,20
3,18
2,18
1,22
0,25
-3,27
-2,26
0,25
17,24
15,20
12,17
10,11
8,6
8,6
0,2
0,2
0,3
5,3
63,4
125,2
150,0
130,0
110,2
100,10
85,15
75,18
52,19
52,20
78,22
75,24
45,26
-2,27
-8,28
-7,30
-8,30
-4,31
2,32
-3,32
-7,33
-21,34
-20,34
-22,34
-23,34
-15,35
-15,35
-30,35
-35,35
-35,35
-27,34
-2,35
-2,35
-2,35
-2,34
-2,35
-2,36
-4,36
-6,35
-8,34
-8,35
-3,37
2,37
-12,36
-10,34
-10,33
-10,31
-15,29
25,28
23,28
-2,29
-6,30
-9,29
-10,28
-10,28
-9,28
-7,30
-6,30
-2,30
-4,30
-15,30
18,29
10,28
-10,28
-11,28
-12,28
