-7,14
-6,13
-7,14
-6,15
-5,17
-24,18
-5,17
6,17
4,19
-3,21
-4,22
-3,24
-4,25
-4,26
-3,28
-2,29
-3,30
-2,31
-2,31
-4,32
-3,30
-3,29
-3,28
0,25
-5,22
-2,21
0,20
3,19
0,19
0,21
-5,21
-23,21
-29,21
-10,21
17,20
13,20
5,20
3,19
7,18
3,16
3,16
3,15
2,17
3,19
4,19
4,20
-30,20
-43,19
-15,19
-4,19
15,21
21,23
22,26
25,27
8,29
10,28
5,27
3,26
3,24
2,21
2,17
3,16
4,16
5,15
4,16
4,16
4,16
4,16
4,15
4,13
8,11
5,9
5,6
5,3
5,1
5,1
5,1
5,2
5,3
5,3
5,3
-1,4
0,4
-7,5
-7,7
-22,8
-18,8
-15,9
15,6
13,3
14,1
12,2
-17,2
-45,3
-47,1
-43,0
-45,0
-37,0
-34,0
-35,0
-35,0
-45,0
-55,0
-79,0
-95,0
-100,0
-58,0
-20,0
0,0
20,0
35,2
40,3
50,8
50,9
20,12
-5,15
-7,18
24,20
-5,23
-15,26
