-85,9
-85,9
-81,10
-70,14
-35,19
-10,23
-5,29
-5,32
-5,35
-5,39
-5,41
-5,41
-15,40
-15,39
-10,38
5,36
7,35
16,34
15,34
15,34
10,36
5,35
0,36
-5,36
0,37
0,37
0,36
0,36
5,36
5,35
5,34
5,34
5,34
5,34
2,34
1,31
1,29
1,28
5,28
10,28
10,30
0,33
0,36
0,36
0,35
0,34
0,33
0,32
-10,32
-10,31
-15,31
-30,32
-30,31
-15,31
8,32
20,32
25,33
10,34
5,35
5,36
5,37
5,37
5,38
-5,39
-5,38
-5,37
-10,37
-13,36
-15,37
-15,37
-12,35
-15,33
-10,29
25,27
41,27
26,28
10,29
10,30
12,30
26,28
55,28
55,28
2,29
-45,29
-50,30
-45,31
-15,34
-5,34
0,33
5,34
10,34
7,34
7,33
7,34
10,35
15,35
15,34
-5,34
-30,35
-30,35
-30,35
-5,35
-5,36
-5,36
0,35
0,35
0,34
-5,33
-5,33
-5,32
-5,33
-5,34
-5,35
-5,36
-5,35
0,35
0,34
0,33
0,35
0,37
