0,3
10,4
20,6
22,7
52,4
60,8
75,7
50,7
75,5
75,4
40,4
-30,3
-10,4
0,4
5,5
90,5
100,5
120,5
130,7
120,9
100,12
100,13
80,15
50,16
30,17
35,17
30,16
40,16
42,17
41,17
41,18
40,18
36,20
31,20
14,21
0,22
10,22
5,23
0,23
-5,24
0,25
-5,25
-5,25
-5,25
0,25
5,25
5,26
0,26
0,26
0,26
0,28
0,27
0,27
0,27
0,27
0,28
0,27
0,27
0,26
0,25
0,25
0,25
0,25
0,25
-1,24
-1,25
-1,27
0,27
0,28
0,28
-5,26
-5,23
-5,22
0,21
0,20
-5,19
-5,19
-5,18
0,17
0,16
0,15
0,14
0,12
0,9
0,6
0,4
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
3,2
