2,42
3,41
2,39
0,39
0,37
0,38
0,37
0,38
1,40
1,40
-1,40
0,39
0,38
0,38
0,37
1,38
1,37
1,35
1,33
1,33
8,33
10,33
5,34
5,35
0,38
0,40
3,41
4,43
2,42
2,42
2,41
2,40
0,39
0,39
0,41
-3,42
0,41
6,40
6,40
5,42
5,44
5,45
5,45
2,45
-5,43
-5,40
4,38
6,37
5,36
-5,35
-25,35
14,35
11,35
10,36
10,37
10,38
5,39
0,40
0,38
1,36
2,34
3,30
6,27
6,34
6,21
6,15
6,10
6,3
5,0
6,0
6,1
6,2
6,4
6,7
6,12
6,15
5,17
5,16
5,15
0,14
-40,14
-75,14
-80,14
-90,14
-100,16
-120,16
-100,17
-80,18
-40,20
-20,22
-16,25
15,26
11,26
13,26
14,24
11,23
16,22
20,21
-15,21
-20,24
-19,24
-8,24
15,25
21,26
29,11
4,32
5,30
-3,30
-1,29
0,29
1,30
1,33
0,35
-3,35
-4,37
-1,37
1,38
6,38
5,39
5,40
