-10,32
-7,31
-5,31
0,31
0,32
-10,32
-45,30
-55,31
-70,30
-85,29
-30,28
-16,26
-100,24
-120,23
-100,23
-96,23
-75,25
-40,27
-20,29
-10,30
-5,31
-5,32
0,33
1,34
0,36
0,36
0,38
-5,40
-4,41
4,41
1,42
1,42
1,42
1,42
1,42
0,41
0,42
0,42
0,41
0,41
4,42
0,42
0,41
0,41
0,38
0,37
1,36
10,33
0,31
-5,28
-6,27
-5,28
4,29
4,33
4,37
3,41
3,41
-10,41
-25,39
-35,36
-60,34
-60,32
-60,32
-60,31
-41,32
-10,33
5,35
4,37
4,38
5,38
5,39
6,39
1,38
1,38
0,38
0,38
0,39
0,39
0,39
1,39
0,41
0,42
0,41
-4,41
0,40
0,39
0,39
0,37
0,35
0,32
0,28
0,25
0,21
0,18
0,13
0,11
1,6
1,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
