-45,12
-45,16
-15,19
-13,20
0,20
-3,20
-4,22
-5,24
15,24
12,24
5,26
0,26
2,25
5,25
64,21
92,19
85,19
80,18
75,17
70,17
60,19
42,21
40,23
36,24
16,25
1,29
0,31
0,32
-2,34
-9,34
-8,35
-6,34
-4,34
-1,33
-1,33
-1,33
-7,35
-8,35
-15,35
-5,36
-10,35
-12,34
-4,34
4,36
4,37
0,36
-1,35
-5,34
-5,34
-5,33
-5,32
-5,31
-5,29
-5,27
-5,24
-5,21
-5,17
-5,14
-5,11
-5,7
-5,5
-5,1
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-5,0
-10,2
-30,10
-42,11
-89,12
-105,13
-101,15
-100,17
-100,21
-96,22
-100,22
-100,23
-110,24
-45,26
-25,28
-10,31
-4,32
-3,31
-9,32
-9,31
-9,33
-5,33
-6,33
-5,35
-5,36
-5,38
-4,38
-4,38
-5,39
-5,36
-5,31
-5,30
-5,28
-8,27
-5,26
23,26
-20,27
-30,29
-15,31
-3,32
0,33
