110,20
120,18
135,18
120,20
29,24
19,26
14,27
-15,29
-20,30
-15,32
-10,34
-10,35
-15,35
-6,35
-5,34
-5,34
-5,35
-5,35
-1,37
0,39
0,41
0,42
0,44
-5,45
-5,47
-5,47
-5,47
-5,47
-15,42
-15,40
-8,40
0,38
0,37
10,34
35,32
50,27
55,22
65,16
65,12
65,7
60,3
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
60,0
95,0
100,3
100,8
100,12
65,14
10,18
-50,19
-60,18
-40,18
-40,18
-45,18
-58,19
-78,19
-60,18
-45,18
-30,19
-30,22
-20,25
-7,30
-7,33
-5,36
-5,40
-5,43
-5,43
-5,45
-5,47
-10,49
-10,50
-5,51
-5,50
-5,50
-5,50
-15,49
-25,49
-25,45
-25,42
-15,41
-15,42
-15,43
-10,45
-10,46
-10,46
