-7,32
-5,31
0,29
3,29
2,29
2,29
5,31
6,29
10,26
9,22
9,22
8,21
0,20
0,20
0,21
0,22
0,24
0,24
0,25
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,25
0,23
0,14
0,7
0,2
0,1
0,2
2,3
3,4
10,6
12,9
12,11
14,14
18,14
65,14
120,14
130,13
150,13
180,14
150,15
123,16
62,19
30,20
10,21
3,22
5,23
-5,24
-5,24
-3,24
-1,24
0,24
0,25
0,26
0,25
0,25
0,25
0,26
0,27
0,28
0,29
0,28
0,28
-5,28
-3,28
-2,28
-1,28
2,28
2,28
2,27
2,27
2,24
2,21
2,18
1,14
0,10
0,5
0,1
0,0
0,1
0,3
0,4
0,7
0,10
0,10
0,11
-30,12
-50,11
-80,10
-100,11
-120,13
-110,14
-100,16
-80,18
-50,21
-25,21
-10,21
18,21
26,23
12,22
7,22
3,22
3,23
3,22
0,22
-3,22
-10,22
-11,21
6,20
2,20
1,20
0,20
0,19
0,17
